as_of,submission_job,grader_job,arm,aoi,forcing,target,loss,arm_role,n,verify_run,coverage_state,parameter,parameter_role,pooler,band,count,null_count,p_value,median_x_truth,null_median_x_truth,per_cell_log_sd_median,reporting_status,suppression_reason,replicated,submission_count
2026-08-09,320993,320994,na_le,natlsubpolar,constant,long,endpoint,decisive,50,0,active,Smallgrow,excluded-by-construction,geometric,0.3,,,,,,,excluded,No time-mean observable independently identifies this parameter.,False,1
2026-08-09,320993,320994,na_le,natlsubpolar,constant,long,endpoint,decisive,50,0,active,Smallgrow,excluded-by-construction,geometric,0.4,,,,,,,excluded,No time-mean observable independently identifies this parameter.,False,1
2026-08-09,320993,320994,na_le,natlsubpolar,constant,long,endpoint,decisive,50,0,active,Smallgrow,excluded-by-construction,median,0.1,,,,,,,excluded,No time-mean observable independently identifies this parameter.,False,1
2026-08-09,320993,320994,na_le,natlsubpolar,constant,long,endpoint,decisive,50,0,active,Smallgrow,excluded-by-construction,median,0.2,,,,,,,excluded,No time-mean observable independently identifies this parameter.,False,1
2026-08-09,320993,320994,na_le,natlsubpolar,constant,long,endpoint,decisive,50,0,active,Smallgrow,excluded-by-construction,median,0.3,,,,,,,excluded,No time-mean observable independently identifies this parameter.,False,1
2026-08-09,320993,320994,na_le,natlsubpolar,constant,long,endpoint,decisive,50,0,active,Smallgrow,excluded-by-construction,median,0.4,,,,,,,excluded,No time-mean observable independently identifies this parameter.,False,1
2026-08-09,320993,320994,na_le,natlsubpolar,constant,long,endpoint,decisive,50,0,active,Biggrow,excluded-by-construction,arithmetic,0.1,,,,,,,excluded,Unobservable by the staged target construction.,False,1
2026-08-09,320993,320994,na_le,natlsubpolar,constant,long,endpoint,decisive,50,0,active,Biggrow,excluded-by-construction,arithmetic,0.2,,,,,,,excluded,Unobservable by the staged target construction.,False,1
2026-08-09,320993,320994,na_le,natlsubpolar,constant,long,endpoint,decisive,50,0,active,Biggrow,excluded-by-construction,arithmetic,0.3,,,,,,,excluded,Unobservable by the staged target construction.,False,1
2026-08-09,320993,320994,na_le,natlsubpolar,constant,long,endpoint,decisive,50,0,active,Biggrow,excluded-by-construction,arithmetic,0.4,,,,,,,excluded,Unobservable by the staged target construction.,False,1
2026-08-09,320993,320994,na_le,natlsubpolar,constant,long,endpoint,decisive,50,0,active,Biggrow,excluded-by-construction,geometric,0.1,,,,,,,excluded,Unobservable by the staged target construction.,False,1
2026-08-09,320993,320994,na_le,natlsubpolar,constant,long,endpoint,decisive,50,0,active,Biggrow,excluded-by-construction,geometric,0.2,,,,,,,excluded,Unobservable by the staged target construction.,False,1
2026-08-09,320993,320994,na_le,natlsubpolar,constant,long,endpoint,decisive,50,0,active,Biggrow,excluded-by-construction,geometric,0.3,,,,,,,excluded,Unobservable by the staged target construction.,False,1
2026-08-09,320993,320994,na_le,natlsubpolar,constant,long,endpoint,decisive,50,0,active,Biggrow,excluded-by-construction,geometric,0.4,,,,,,,excluded,Unobservable by the staged target construction.,False,1
2026-08-09,320993,320994,na_le,natlsubpolar,constant,long,endpoint,decisive,50,0,active,Biggrow,excluded-by-construction,median,0.1,,,,,,,excluded,Unobservable by the staged target construction.,False,1
2026-08-09,320993,320994,na_le,natlsubpolar,constant,long,endpoint,decisive,50,0,active,Biggrow,excluded-by-construction,median,0.2,,,,,,,excluded,Unobservable by the staged target construction.,False,1
2026-08-09,320993,320994,na_le,natlsubpolar,constant,long,endpoint,decisive,50,0,active,Biggrow,excluded-by-construction,median,0.3,,,,,,,excluded,Unobservable by the staged target construction.,False,1
2026-08-09,320993,320994,na_le,natlsubpolar,constant,long,endpoint,decisive,50,0,active,Biggrow,excluded-by-construction,median,0.4,,,,,,,excluded,Unobservable by the staged target construction.,False,1
2026-08-09,320993,320994,na_le,natlsubpolar,constant,long,endpoint,decisive,50,0,active,diatomgraz,excluded-from-loss-decision,arithmetic,0.1,,,,,,,excluded,Long-target Chl1 pathology makes this parameter non-gradeable here.,False,1
2026-08-09,320993,320994,na_le,natlsubpolar,constant,long,endpoint,decisive,50,0,active,diatomgraz,excluded-from-loss-decision,arithmetic,0.2,,,,,,,excluded,Long-target Chl1 pathology makes this parameter non-gradeable here.,False,1
2026-08-09,320993,320994,na_le,natlsubpolar,constant,long,endpoint,decisive,50,0,active,diatomgraz,excluded-from-loss-decision,arithmetic,0.3,,,,,,,excluded,Long-target Chl1 pathology makes this parameter non-gradeable here.,False,1
2026-08-09,320993,320994,na_le,natlsubpolar,constant,long,endpoint,decisive,50,0,active,diatomgraz,excluded-from-loss-decision,arithmetic,0.4,,,,,,,excluded,Long-target Chl1 pathology makes this parameter non-gradeable here.,False,1
2026-08-09,320993,320994,na_le,natlsubpolar,constant,long,endpoint,decisive,50,0,active,diatomgraz,excluded-from-loss-decision,geometric,0.1,,,,,,,excluded,Long-target Chl1 pathology makes this parameter non-gradeable here.,False,1
2026-08-09,320993,320994,na_le,natlsubpolar,constant,long,endpoint,decisive,50,0,active,diatomgraz,excluded-from-loss-decision,geometric,0.2,,,,,,,excluded,Long-target Chl1 pathology makes this parameter non-gradeable here.,False,1
2026-08-09,320993,320994,na_le,natlsubpolar,constant,long,endpoint,decisive,50,0,active,diatomgraz,excluded-from-loss-decision,geometric,0.3,,,,,,,excluded,Long-target Chl1 pathology makes this parameter non-gradeable here.,False,1
2026-08-09,320993,320994,na_le,natlsubpolar,constant,long,endpoint,decisive,50,0,active,diatomgraz,excluded-from-loss-decision,geometric,0.4,,,,,,,excluded,Long-target Chl1 pathology makes this parameter non-gradeable here.,False,1
2026-08-09,320993,320994,na_le,natlsubpolar,constant,long,endpoint,decisive,50,0,active,diatomgraz,excluded-from-loss-decision,median,0.1,,,,,,,excluded,Long-target Chl1 pathology makes this parameter non-gradeable here.,False,1
2026-08-09,320993,320994,na_le,natlsubpolar,constant,long,endpoint,decisive,50,0,active,diatomgraz,excluded-from-loss-decision,median,0.2,,,,,,,excluded,Long-target Chl1 pathology makes this parameter non-gradeable here.,False,1
2026-08-09,320993,320994,na_le,natlsubpolar,constant,long,endpoint,decisive,50,0,active,diatomgraz,excluded-from-loss-decision,median,0.3,,,,,,,excluded,Long-target Chl1 pathology makes this parameter non-gradeable here.,False,1
2026-08-09,320993,320994,na_le,natlsubpolar,constant,long,endpoint,decisive,50,0,active,diatomgraz,excluded-from-loss-decision,median,0.4,,,,,,,excluded,Long-target Chl1 pathology makes this parameter non-gradeable here.,False,1
2026-08-09,320993,320994,na_le,natlsubpolar,constant,long,endpoint,decisive,50,0,active,R_PICPOC,twin-anchor-machinery-check,arithmetic,0.1,12,0,3.079971582537734e-05,1.143555138026614,17.92200760240051,0.24978136271238327,reported,,False,1
2026-08-09,320993,320994,na_le,natlsubpolar,constant,long,endpoint,decisive,50,0,active,R_PICPOC,twin-anchor-machinery-check,arithmetic,0.2,46,0,1.1275221907179677e-51,1.143555138026614,17.92200760240051,0.24978136271238327,reported,,False,1
2026-08-09,320993,320994,na_le,natlsubpolar,constant,long,endpoint,decisive,50,0,active,R_PICPOC,twin-anchor-machinery-check,arithmetic,0.3,50,0,8.082812774647626e-62,1.143555138026614,17.92200760240051,0.24978136271238327,reported,,False,1
2026-08-09,320993,320994,na_le,natlsubpolar,constant,long,endpoint,decisive,50,0,active,R_PICPOC,twin-anchor-machinery-check,arithmetic,0.4,50,0,8.082812774647626e-62,1.143555138026614,17.92200760240051,0.24978136271238327,reported,,False,1
2026-08-09,320993,320994,na_le,natlsubpolar,constant,long,endpoint,decisive,50,0,active,R_PICPOC,twin-anchor-machinery-check,geometric,0.1,29,0,7.080129202076092e-23,1.0943142152954541,17.87695028163458,0.24978136271238327,reported,,False,1
2026-08-09,320993,320994,na_le,natlsubpolar,constant,long,endpoint,decisive,50,0,active,R_PICPOC,twin-anchor-machinery-check,geometric,0.2,50,0,8.082812774647626e-62,1.0943142152954541,17.87695028163458,0.24978136271238327,reported,,False,1
2026-08-09,320993,320994,na_le,natlsubpolar,constant,long,endpoint,decisive,50,0,active,R_PICPOC,twin-anchor-machinery-check,geometric,0.3,50,0,8.082812774647626e-62,1.0943142152954541,17.87695028163458,0.24978136271238327,reported,,False,1
2026-08-09,320993,320994,na_le,natlsubpolar,constant,long,endpoint,decisive,50,0,active,R_PICPOC,twin-anchor-machinery-check,geometric,0.4,50,0,8.082812774647626e-62,1.0943142152954541,17.87695028163458,0.24978136271238327,reported,,False,1
2026-08-09,320993,320994,na_le,natlsubpolar,constant,long,endpoint,decisive,50,0,active,R_PICPOC,twin-anchor-machinery-check,median,0.1,50,0,8.082812774647626e-62,0.9906719870891705,17.795256814670534,0.24978136271238327,reported,,False,1
2026-08-09,320993,320994,na_le,natlsubpolar,constant,long,endpoint,decisive,50,0,active,R_PICPOC,twin-anchor-machinery-check,median,0.2,50,0,8.082812774647626e-62,0.9906719870891705,17.795256814670534,0.24978136271238327,reported,,False,1
2026-08-09,320993,320994,na_le,natlsubpolar,constant,long,endpoint,decisive,50,0,active,R_PICPOC,twin-anchor-machinery-check,median,0.3,50,0,8.082812774647626e-62,0.9906719870891705,17.795256814670534,0.24978136271238327,reported,,False,1
2026-08-09,320993,320994,na_le,natlsubpolar,constant,long,endpoint,decisive,50,0,active,R_PICPOC,twin-anchor-machinery-check,median,0.4,50,0,8.082812774647626e-62,0.9906719870891705,17.795256814670534,0.24978136271238327,reported,,False,1
2026-08-09,320993,320994,na_lm,natlsubpolar,constant,long,time-mean,decisive,50,0,active,alpfe,boundary-diagnostic-only,arithmetic,0.1,0,0,0.9999999999999972,0.05392006403497727,0.5395803526248139,0.000847315473947674,reported,,False,1
2026-08-09,320993,320994,na_lm,natlsubpolar,constant,long,time-mean,decisive,50,0,active,alpfe,boundary-diagnostic-only,arithmetic,0.2,0,0,0.9999999999999972,0.05392006403497727,0.5395803526248139,0.000847315473947674,reported,,False,1
2026-08-09,320993,320994,na_lm,natlsubpolar,constant,long,time-mean,decisive,50,0,active,alpfe,boundary-diagnostic-only,arithmetic,0.3,0,0,0.9999999999999972,0.05392006403497727,0.5395803526248139,0.000847315473947674,reported,,False,1
2026-08-09,320993,320994,na_lm,natlsubpolar,constant,long,time-mean,decisive,50,0,active,alpfe,boundary-diagnostic-only,arithmetic,0.4,0,10,1.0000000000000029,0.05392006403497727,0.5395803526248139,0.000847315473947674,reported,,False,1
2026-08-09,320993,320994,na_lm,natlsubpolar,constant,long,time-mean,decisive,50,0,active,alpfe,boundary-diagnostic-only,geometric,0.1,0,0,0.9999999999999972,0.053920031931129285,0.5391131132212186,0.000847315473947674,reported,,False,1
2026-08-09,320993,320994,na_lm,natlsubpolar,constant,long,time-mean,decisive,50,0,active,alpfe,boundary-diagnostic-only,geometric,0.2,0,0,0.9999999999999972,0.053920031931129285,0.5391131132212186,0.000847315473947674,reported,,False,1
2026-08-09,320993,320994,na_lm,natlsubpolar,constant,long,time-mean,decisive,50,0,active,alpfe,boundary-diagnostic-only,geometric,0.3,0,0,0.9999999999999972,0.053920031931129285,0.5391131132212186,0.000847315473947674,reported,,False,1
2026-08-09,320993,320994,na_lm,natlsubpolar,constant,long,time-mean,decisive,50,0,active,alpfe,boundary-diagnostic-only,geometric,0.4,0,10,1.0000000000000029,0.053920031931129285,0.5391131132212186,0.000847315473947674,reported,,False,1
2026-08-09,320993,320994,na_lm,natlsubpolar,constant,long,time-mean,decisive,50,0,active,alpfe,boundary-diagnostic-only,median,0.1,0,0,0.9999999999999972,0.05390640585414952,0.540795772205734,0.000847315473947674,reported,,False,1
2026-08-09,320993,320994,na_lm,natlsubpolar,constant,long,time-mean,decisive,50,0,active,alpfe,boundary-diagnostic-only,median,0.2,0,0,0.9999999999999972,0.05390640585414952,0.540795772205734,0.000847315473947674,reported,,False,1
2026-08-09,320993,320994,na_lm,natlsubpolar,constant,long,time-mean,decisive,50,0,active,alpfe,boundary-diagnostic-only,median,0.3,0,0,0.9999999999999972,0.05390640585414952,0.540795772205734,0.000847315473947674,reported,,False,1
2026-08-09,320993,320994,na_lm,natlsubpolar,constant,long,time-mean,decisive,50,0,active,alpfe,boundary-diagnostic-only,median,0.4,0,11,1.0000000000000013,0.05390640585414952,0.540795772205734,0.000847315473947674,reported,,False,1
2026-08-09,320993,320994,na_lm,natlsubpolar,constant,long,time-mean,decisive,50,0,active,scav_rat,primary-inferential-target,arithmetic,0.1,0,0,0.9999999999999972,4.977023742909106,2.458154866914739,0.00021822638518642634,reported,,False,1
2026-08-09,320993,320994,na_lm,natlsubpolar,constant,long,time-mean,decisive,50,0,active,scav_rat,primary-inferential-target,arithmetic,0.2,0,0,0.9999999999999972,4.977023742909106,2.458154866914739,0.00021822638518642634,reported,,False,1
2026-08-09,320993,320994,na_lm,natlsubpolar,constant,long,time-mean,decisive,50,0,active,scav_rat,primary-inferential-target,arithmetic,0.3,0,0,0.9999999999999972,4.977023742909106,2.458154866914739,0.00021822638518642634,reported,,False,1
2026-08-09,320993,320994,na_lm,natlsubpolar,constant,long,time-mean,decisive,50,0,active,scav_rat,primary-inferential-target,arithmetic,0.4,0,0,0.9999999999999972,4.977023742909106,2.458154866914739,0.00021822638518642634,reported,,False,1
2026-08-09,320993,320994,na_lm,natlsubpolar,constant,long,time-mean,decisive,50,0,active,scav_rat,primary-inferential-target,geometric,0.1,0,0,0.9999999999999972,4.977025629820291,2.45751039239922,0.00021822638518642634,reported,,False,1
2026-08-09,320993,320994,na_lm,natlsubpolar,constant,long,time-mean,decisive,50,0,active,scav_rat,primary-inferential-target,geometric,0.2,0,0,0.9999999999999972,4.977025629820291,2.45751039239922,0.00021822638518642634,reported,,False,1
2026-08-09,320993,320994,na_lm,natlsubpolar,constant,long,time-mean,decisive,50,0,active,scav_rat,primary-inferential-target,geometric,0.3,0,0,0.9999999999999972,4.977025629820291,2.45751039239922,0.00021822638518642634,reported,,False,1
2026-08-09,320993,320994,na_lm,natlsubpolar,constant,long,time-mean,decisive,50,0,active,scav_rat,primary-inferential-target,geometric,0.4,0,0,0.9999999999999972,4.977025629820291,2.45751039239922,0.00021822638518642634,reported,,False,1
2026-08-09,320993,320994,na_lm,natlsubpolar,constant,long,time-mean,decisive,50,0,active,scav_rat,primary-inferential-target,median,0.1,0,0,0.9999999999999972,4.977526982122366,2.4572204684955175,0.00021822638518642634,reported,,False,1
2026-08-09,320993,320994,na_lm,natlsubpolar,constant,long,time-mean,decisive,50,0,active,scav_rat,primary-inferential-target,median,0.2,0,0,0.9999999999999972,4.977526982122366,2.4572204684955175,0.00021822638518642634,reported,,False,1
2026-08-09,320993,320994,na_lm,natlsubpolar,constant,long,time-mean,decisive,50,0,active,scav_rat,primary-inferential-target,median,0.3,0,0,0.9999999999999972,4.977526982122366,2.4572204684955175,0.00021822638518642634,reported,,False,1
2026-08-09,320993,320994,na_lm,natlsubpolar,constant,long,time-mean,decisive,50,0,active,scav_rat,primary-inferential-target,median,0.4,0,0,0.9999999999999972,4.977526982122366,2.4572204684955175,0.00021822638518642634,reported,,False,1
2026-08-09,320993,320994,na_lm,natlsubpolar,constant,long,time-mean,decisive,50,0,active,Smallgrow,excluded-by-construction,arithmetic,0.1,,,,,,,excluded,No time-mean observable independently identifies this parameter.,False,1
2026-08-09,320993,320994,na_lm,natlsubpolar,constant,long,time-mean,decisive,50,0,active,Smallgrow,excluded-by-construction,arithmetic,0.2,,,,,,,excluded,No time-mean observable independently identifies this parameter.,False,1
2026-08-09,320993,320994,na_lm,natlsubpolar,constant,long,time-mean,decisive,50,0,active,Smallgrow,excluded-by-construction,arithmetic,0.3,,,,,,,excluded,No time-mean observable independently identifies this parameter.,False,1
2026-08-09,320993,320994,na_lm,natlsubpolar,constant,long,time-mean,decisive,50,0,active,Smallgrow,excluded-by-construction,arithmetic,0.4,,,,,,,excluded,No time-mean observable independently identifies this parameter.,False,1
2026-08-09,320993,320994,na_lm,natlsubpolar,constant,long,time-mean,decisive,50,0,active,Smallgrow,excluded-by-construction,geometric,0.1,,,,,,,excluded,No time-mean observable independently identifies this parameter.,False,1
2026-08-09,320993,320994,na_lm,natlsubpolar,constant,long,time-mean,decisive,50,0,active,Smallgrow,excluded-by-construction,geometric,0.2,,,,,,,excluded,No time-mean observable independently identifies this parameter.,False,1
2026-08-09,320993,320994,na_lm,natlsubpolar,constant,long,time-mean,decisive,50,0,active,Smallgrow,excluded-by-construction,geometric,0.3,,,,,,,excluded,No time-mean observable independently identifies this parameter.,False,1
2026-08-09,320993,320994,na_lm,natlsubpolar,constant,long,time-mean,decisive,50,0,active,Smallgrow,excluded-by-construction,geometric,0.4,,,,,,,excluded,No time-mean observable independently identifies this parameter.,False,1
2026-08-09,320993,320994,na_lm,natlsubpolar,constant,long,time-mean,decisive,50,0,active,Smallgrow,excluded-by-construction,median,0.1,,,,,,,excluded,No time-mean observable independently identifies this parameter.,False,1
2026-08-09,320993,320994,na_lm,natlsubpolar,constant,long,time-mean,decisive,50,0,active,Smallgrow,excluded-by-construction,median,0.2,,,,,,,excluded,No time-mean observable independently identifies this parameter.,False,1
2026-08-09,320993,320994,na_lm,natlsubpolar,constant,long,time-mean,decisive,50,0,active,Smallgrow,excluded-by-construction,median,0.3,,,,,,,excluded,No time-mean observable independently identifies this parameter.,False,1
2026-08-09,320993,320994,na_lm,natlsubpolar,constant,long,time-mean,decisive,50,0,active,Smallgrow,excluded-by-construction,median,0.4,,,,,,,excluded,No time-mean observable independently identifies this parameter.,False,1
2026-08-09,320993,320994,na_lm,natlsubpolar,constant,long,time-mean,decisive,50,0,active,Biggrow,excluded-by-construction,arithmetic,0.1,,,,,,,excluded,Unobservable by the staged target construction.,False,1
2026-08-09,320993,320994,na_lm,natlsubpolar,constant,long,time-mean,decisive,50,0,active,Biggrow,excluded-by-construction,arithmetic,0.2,,,,,,,excluded,Unobservable by the staged target construction.,False,1
2026-08-09,320993,320994,na_lm,natlsubpolar,constant,long,time-mean,decisive,50,0,active,Biggrow,excluded-by-construction,arithmetic,0.3,,,,,,,excluded,Unobservable by the staged target construction.,False,1
2026-08-09,320993,320994,na_lm,natlsubpolar,constant,long,time-mean,decisive,50,0,active,Biggrow,excluded-by-construction,arithmetic,0.4,,,,,,,excluded,Unobservable by the staged target construction.,False,1
2026-08-09,320993,320994,na_lm,natlsubpolar,constant,long,time-mean,decisive,50,0,active,Biggrow,excluded-by-construction,geometric,0.1,,,,,,,excluded,Unobservable by the staged target construction.,False,1
2026-08-09,320993,320994,na_lm,natlsubpolar,constant,long,time-mean,decisive,50,0,active,Biggrow,excluded-by-construction,geometric,0.2,,,,,,,excluded,Unobservable by the staged target construction.,False,1
2026-08-09,320993,320994,na_lm,natlsubpolar,constant,long,time-mean,decisive,50,0,active,Biggrow,excluded-by-construction,geometric,0.3,,,,,,,excluded,Unobservable by the staged target construction.,False,1
2026-08-09,320993,320994,na_lm,natlsubpolar,constant,long,time-mean,decisive,50,0,active,Biggrow,excluded-by-construction,geometric,0.4,,,,,,,excluded,Unobservable by the staged target construction.,False,1
2026-08-09,320993,320994,na_lm,natlsubpolar,constant,long,time-mean,decisive,50,0,active,Biggrow,excluded-by-construction,median,0.1,,,,,,,excluded,Unobservable by the staged target construction.,False,1
2026-08-09,320993,320994,na_lm,natlsubpolar,constant,long,time-mean,decisive,50,0,active,Biggrow,excluded-by-construction,median,0.2,,,,,,,excluded,Unobservable by the staged target construction.,False,1
2026-08-09,320993,320994,na_lm,natlsubpolar,constant,long,time-mean,decisive,50,0,active,Biggrow,excluded-by-construction,median,0.3,,,,,,,excluded,Unobservable by the staged target construction.,False,1
2026-08-09,320993,320994,na_lm,natlsubpolar,constant,long,time-mean,decisive,50,0,active,Biggrow,excluded-by-construction,median,0.4,,,,,,,excluded,Unobservable by the staged target construction.,False,1
2026-08-09,320993,320994,na_lm,natlsubpolar,constant,long,time-mean,decisive,50,0,active,diatomgraz,excluded-from-loss-decision,arithmetic,0.1,,,,,,,excluded,Long-target Chl1 pathology makes this parameter non-gradeable here.,False,1
2026-08-09,320993,320994,na_lm,natlsubpolar,constant,long,time-mean,decisive,50,0,active,diatomgraz,excluded-from-loss-decision,arithmetic,0.2,,,,,,,excluded,Long-target Chl1 pathology makes this parameter non-gradeable here.,False,1
2026-08-09,320993,320994,na_lm,natlsubpolar,constant,long,time-mean,decisive,50,0,active,diatomgraz,excluded-from-loss-decision,arithmetic,0.3,,,,,,,excluded,Long-target Chl1 pathology makes this parameter non-gradeable here.,False,1
2026-08-09,320993,320994,na_lm,natlsubpolar,constant,long,time-mean,decisive,50,0,active,diatomgraz,excluded-from-loss-decision,arithmetic,0.4,,,,,,,excluded,Long-target Chl1 pathology makes this parameter non-gradeable here.,False,1
2026-08-09,320993,320994,na_lm,natlsubpolar,constant,long,time-mean,decisive,50,0,active,diatomgraz,excluded-from-loss-decision,geometric,0.1,,,,,,,excluded,Long-target Chl1 pathology makes this parameter non-gradeable here.,False,1
2026-08-09,320993,320994,na_lm,natlsubpolar,constant,long,time-mean,decisive,50,0,active,diatomgraz,excluded-from-loss-decision,geometric,0.2,,,,,,,excluded,Long-target Chl1 pathology makes this parameter non-gradeable here.,False,1
2026-08-09,320993,320994,na_lm,natlsubpolar,constant,long,time-mean,decisive,50,0,active,diatomgraz,excluded-from-loss-decision,geometric,0.3,,,,,,,excluded,Long-target Chl1 pathology makes this parameter non-gradeable here.,False,1
2026-08-09,320993,320994,na_lm,natlsubpolar,constant,long,time-mean,decisive,50,0,active,diatomgraz,excluded-from-loss-decision,geometric,0.4,,,,,,,excluded,Long-target Chl1 pathology makes this parameter non-gradeable here.,False,1
2026-08-09,320993,320994,na_lm,natlsubpolar,constant,long,time-mean,decisive,50,0,active,diatomgraz,excluded-from-loss-decision,median,0.1,,,,,,,excluded,Long-target Chl1 pathology makes this parameter non-gradeable here.,False,1
2026-08-09,320993,320994,na_lm,natlsubpolar,constant,long,time-mean,decisive,50,0,active,diatomgraz,excluded-from-loss-decision,median,0.2,,,,,,,excluded,Long-target Chl1 pathology makes this parameter non-gradeable here.,False,1
2026-08-09,320993,320994,na_lm,natlsubpolar,constant,long,time-mean,decisive,50,0,active,diatomgraz,excluded-from-loss-decision,median,0.3,,,,,,,excluded,Long-target Chl1 pathology makes this parameter non-gradeable here.,False,1
2026-08-09,320993,320994,na_lm,natlsubpolar,constant,long,time-mean,decisive,50,0,active,diatomgraz,excluded-from-loss-decision,median,0.4,,,,,,,excluded,Long-target Chl1 pathology makes this parameter non-gradeable here.,False,1
2026-08-09,320993,320994,na_lm,natlsubpolar,constant,long,time-mean,decisive,50,0,active,R_PICPOC,twin-anchor-machinery-check,arithmetic,0.1,47,0,6.116204709557624e-54,1.0274371801526712,17.92200760240051,0.06889698654413223,reported,,False,1
2026-08-09,320993,320994,na_lm,natlsubpolar,constant,long,time-mean,decisive,50,0,active,R_PICPOC,twin-anchor-machinery-check,arithmetic,0.2,50,0,8.082812774647626e-62,1.0274371801526712,17.92200760240051,0.06889698654413223,reported,,False,1
2026-08-09,320993,320994,na_lm,natlsubpolar,constant,long,time-mean,decisive,50,0,active,R_PICPOC,twin-anchor-machinery-check,arithmetic,0.3,50,0,8.082812774647626e-62,1.0274371801526712,17.92200760240051,0.06889698654413223,reported,,False,1
2026-08-09,320993,320994,na_lm,natlsubpolar,constant,long,time-mean,decisive,50,0,active,R_PICPOC,twin-anchor-machinery-check,arithmetic,0.4,50,0,8.082812774647626e-62,1.0274371801526712,17.92200760240051,0.06889698654413223,reported,,False,1
2026-08-09,320993,320994,na_lm,natlsubpolar,constant,long,time-mean,decisive,50,0,active,R_PICPOC,twin-anchor-machinery-check,geometric,0.1,50,0,8.082812774647626e-62,1.025051370832249,17.87695028163458,0.06889698654413223,reported,,False,1
2026-08-09,320993,320994,na_lm,natlsubpolar,constant,long,time-mean,decisive,50,0,active,R_PICPOC,twin-anchor-machinery-check,geometric,0.2,50,0,8.082812774647626e-62,1.025051370832249,17.87695028163458,0.06889698654413223,reported,,False,1
2026-08-09,320993,320994,na_lm,natlsubpolar,constant,long,time-mean,decisive,50,0,active,R_PICPOC,twin-anchor-machinery-check,geometric,0.3,50,0,8.082812774647626e-62,1.025051370832249,17.87695028163458,0.06889698654413223,reported,,False,1
2026-08-09,320993,320994,na_lm,natlsubpolar,constant,long,time-mean,decisive,50,0,active,R_PICPOC,twin-anchor-machinery-check,geometric,0.4,50,0,8.082812774647626e-62,1.025051370832249,17.87695028163458,0.06889698654413223,reported,,False,1
2026-08-09,320993,320994,na_lm,natlsubpolar,constant,long,time-mean,decisive,50,0,active,R_PICPOC,twin-anchor-machinery-check,median,0.1,50,0,8.082812774647626e-62,1.0103898303522967,17.795256814670534,0.06889698654413223,reported,,False,1
2026-08-09,320993,320994,na_lm,natlsubpolar,constant,long,time-mean,decisive,50,0,active,R_PICPOC,twin-anchor-machinery-check,median,0.2,50,0,8.082812774647626e-62,1.0103898303522967,17.795256814670534,0.06889698654413223,reported,,False,1
2026-08-09,320993,320994,na_lm,natlsubpolar,constant,long,time-mean,decisive,50,0,active,R_PICPOC,twin-anchor-machinery-check,median,0.3,50,0,8.082812774647626e-62,1.0103898303522967,17.795256814670534,0.06889698654413223,reported,,False,1
2026-08-09,320993,320994,na_lm,natlsubpolar,constant,long,time-mean,decisive,50,0,active,R_PICPOC,twin-anchor-machinery-check,median,0.4,50,0,8.082812774647626e-62,1.0103898303522967,17.795256814670534,0.06889698654413223,reported,,False,1
2026-08-09,320993,320994,na_null,natlsubpolar,constant,untrained,none,untrained-null,50,0,active,alpfe,boundary-diagnostic-only,arithmetic,0.1,0,0,,0.5395803526248139,0.5395803526248139,0.03663100674748421,reported,,False,1
2026-08-09,320993,320994,na_null,natlsubpolar,constant,untrained,none,untrained-null,50,0,active,alpfe,boundary-diagnostic-only,arithmetic,0.2,0,0,,0.5395803526248139,0.5395803526248139,0.03663100674748421,reported,,False,1
2026-08-09,320993,320994,na_null,natlsubpolar,constant,untrained,none,untrained-null,50,0,active,alpfe,boundary-diagnostic-only,arithmetic,0.3,0,0,,0.5395803526248139,0.5395803526248139,0.03663100674748421,reported,,False,1
2026-08-09,320993,320994,na_null,natlsubpolar,constant,untrained,none,untrained-null,50,0,active,alpfe,boundary-diagnostic-only,arithmetic,0.4,10,10,,0.5395803526248139,0.5395803526248139,0.03663100674748421,reported,,False,1
2026-08-09,320993,320994,na_null,natlsubpolar,constant,untrained,none,untrained-null,50,0,active,alpfe,boundary-diagnostic-only,geometric,0.1,0,0,,0.5391131132212186,0.5391131132212186,0.03663100674748421,reported,,False,1
2026-08-09,320993,320994,na_null,natlsubpolar,constant,untrained,none,untrained-null,50,0,active,alpfe,boundary-diagnostic-only,geometric,0.2,0,0,,0.5391131132212186,0.5391131132212186,0.03663100674748421,reported,,False,1
2026-08-09,320993,320994,na_null,natlsubpolar,constant,untrained,none,untrained-null,50,0,active,alpfe,boundary-diagnostic-only,geometric,0.3,0,0,,0.5391131132212186,0.5391131132212186,0.03663100674748421,reported,,False,1
2026-08-09,320993,320994,na_null,natlsubpolar,constant,untrained,none,untrained-null,50,0,active,alpfe,boundary-diagnostic-only,geometric,0.4,10,10,,0.5391131132212186,0.5391131132212186,0.03663100674748421,reported,,False,1
2026-08-09,320993,320994,na_null,natlsubpolar,constant,untrained,none,untrained-null,50,0,active,alpfe,boundary-diagnostic-only,median,0.1,0,0,,0.540795772205734,0.540795772205734,0.03663100674748421,reported,,False,1
2026-08-09,320993,320994,na_null,natlsubpolar,constant,untrained,none,untrained-null,50,0,active,alpfe,boundary-diagnostic-only,median,0.2,0,0,,0.540795772205734,0.540795772205734,0.03663100674748421,reported,,False,1
2026-08-09,320993,320994,na_null,natlsubpolar,constant,untrained,none,untrained-null,50,0,active,alpfe,boundary-diagnostic-only,median,0.3,0,0,,0.540795772205734,0.540795772205734,0.03663100674748421,reported,,False,1
