as_of,submission_job,grader_job,arm,aoi,forcing,target,loss,arm_role,n,verify_run,coverage_state,parameter,parameter_role,pooler,band,count,null_count,p_value,median_x_truth,null_median_x_truth,per_cell_log_sd_median,reporting_status,suppression_reason,replicated,submission_count
2026-08-09,320993,320994,eq_ee,eqpac,constant,end,endpoint,matched-control,50,0,active,alpfe,boundary-diagnostic-only,arithmetic,0.1,50,0,8.082812774647626e-62,0.9924570082924882,0.5390467545674305,0.0016835012938827276,reported,,False,1
2026-08-09,320993,320994,eq_ee,eqpac,constant,end,endpoint,matched-control,50,0,active,alpfe,boundary-diagnostic-only,arithmetic,0.2,50,0,8.082812774647626e-62,0.9924570082924882,0.5390467545674305,0.0016835012938827276,reported,,False,1
2026-08-09,320993,320994,eq_ee,eqpac,constant,end,endpoint,matched-control,50,0,active,alpfe,boundary-diagnostic-only,arithmetic,0.3,50,0,8.082812774647626e-62,0.9924570082924882,0.5390467545674305,0.0016835012938827276,reported,,False,1
2026-08-09,320993,320994,eq_ee,eqpac,constant,end,endpoint,matched-control,50,0,active,alpfe,boundary-diagnostic-only,arithmetic,0.4,50,10,1.1258999068426271e-35,0.9924570082924882,0.5390467545674305,0.0016835012938827276,reported,,False,1
2026-08-09,320993,320994,eq_ee,eqpac,constant,end,endpoint,matched-control,50,0,active,alpfe,boundary-diagnostic-only,geometric,0.1,50,0,8.082812774647626e-62,0.9924515827421784,0.5385176992045373,0.0016835012938827276,reported,,False,1
2026-08-09,320993,320994,eq_ee,eqpac,constant,end,endpoint,matched-control,50,0,active,alpfe,boundary-diagnostic-only,geometric,0.2,50,0,8.082812774647626e-62,0.9924515827421784,0.5385176992045373,0.0016835012938827276,reported,,False,1
2026-08-09,320993,320994,eq_ee,eqpac,constant,end,endpoint,matched-control,50,0,active,alpfe,boundary-diagnostic-only,geometric,0.3,50,0,8.082812774647626e-62,0.9924515827421784,0.5385176992045373,0.0016835012938827276,reported,,False,1
2026-08-09,320993,320994,eq_ee,eqpac,constant,end,endpoint,matched-control,50,0,active,alpfe,boundary-diagnostic-only,geometric,0.4,50,10,1.1258999068426271e-35,0.9924515827421784,0.5385176992045373,0.0016835012938827276,reported,,False,1
2026-08-09,320993,320994,eq_ee,eqpac,constant,end,endpoint,matched-control,50,0,active,alpfe,boundary-diagnostic-only,median,0.1,50,0,8.082812774647626e-62,0.9938193029779465,0.5411199889665496,0.0016835012938827276,reported,,False,1
2026-08-09,320993,320994,eq_ee,eqpac,constant,end,endpoint,matched-control,50,0,active,alpfe,boundary-diagnostic-only,median,0.2,50,0,8.082812774647626e-62,0.9938193029779465,0.5411199889665496,0.0016835012938827276,reported,,False,1
2026-08-09,320993,320994,eq_ee,eqpac,constant,end,endpoint,matched-control,50,0,active,alpfe,boundary-diagnostic-only,median,0.3,50,0,8.082812774647626e-62,0.9938193029779465,0.5411199889665496,0.0016835012938827276,reported,,False,1
2026-08-09,320993,320994,eq_ee,eqpac,constant,end,endpoint,matched-control,50,0,active,alpfe,boundary-diagnostic-only,median,0.4,50,11,1.3217035032142518e-33,0.9938193029779465,0.5411199889665496,0.0016835012938827276,reported,,False,1
2026-08-09,320993,320994,eq_ee,eqpac,constant,end,endpoint,matched-control,50,0,active,scav_rat,primary-inferential-target,arithmetic,0.1,47,0,6.116204709557624e-54,1.0284294304179329,2.456959886060755,0.022423197515308857,reported,,False,1
2026-08-09,320993,320994,eq_ee,eqpac,constant,end,endpoint,matched-control,50,0,active,scav_rat,primary-inferential-target,arithmetic,0.2,50,0,8.082812774647626e-62,1.0284294304179329,2.456959886060755,0.022423197515308857,reported,,False,1
2026-08-09,320993,320994,eq_ee,eqpac,constant,end,endpoint,matched-control,50,0,active,scav_rat,primary-inferential-target,arithmetic,0.3,50,0,8.082812774647626e-62,1.0284294304179329,2.456959886060755,0.022423197515308857,reported,,False,1
2026-08-09,320993,320994,eq_ee,eqpac,constant,end,endpoint,matched-control,50,0,active,scav_rat,primary-inferential-target,arithmetic,0.4,50,0,8.082812774647626e-62,1.0284294304179329,2.456959886060755,0.022423197515308857,reported,,False,1
2026-08-09,320993,320994,eq_ee,eqpac,constant,end,endpoint,matched-control,50,0,active,scav_rat,primary-inferential-target,geometric,0.1,47,0,6.116204709557624e-54,1.0282888083618091,2.454067534249561,0.022423197515308857,reported,,False,1
2026-08-09,320993,320994,eq_ee,eqpac,constant,end,endpoint,matched-control,50,0,active,scav_rat,primary-inferential-target,geometric,0.2,50,0,8.082812774647626e-62,1.0282888083618091,2.454067534249561,0.022423197515308857,reported,,False,1
2026-08-09,320993,320994,eq_ee,eqpac,constant,end,endpoint,matched-control,50,0,active,scav_rat,primary-inferential-target,geometric,0.3,50,0,8.082812774647626e-62,1.0282888083618091,2.454067534249561,0.022423197515308857,reported,,False,1
2026-08-09,320993,320994,eq_ee,eqpac,constant,end,endpoint,matched-control,50,0,active,scav_rat,primary-inferential-target,geometric,0.4,50,0,8.082812774647626e-62,1.0282888083618091,2.454067534249561,0.022423197515308857,reported,,False,1
2026-08-09,320993,320994,eq_ee,eqpac,constant,end,endpoint,matched-control,50,0,active,scav_rat,primary-inferential-target,median,0.1,47,0,6.116204709557624e-54,1.02145116112495,2.4252911952101135,0.022423197515308857,reported,,False,1
2026-08-09,320993,320994,eq_ee,eqpac,constant,end,endpoint,matched-control,50,0,active,scav_rat,primary-inferential-target,median,0.2,50,0,8.082812774647626e-62,1.02145116112495,2.4252911952101135,0.022423197515308857,reported,,False,1
2026-08-09,320993,320994,eq_ee,eqpac,constant,end,endpoint,matched-control,50,0,active,scav_rat,primary-inferential-target,median,0.3,50,0,8.082812774647626e-62,1.02145116112495,2.4252911952101135,0.022423197515308857,reported,,False,1
2026-08-09,320993,320994,eq_ee,eqpac,constant,end,endpoint,matched-control,50,0,active,scav_rat,primary-inferential-target,median,0.4,50,0,8.082812774647626e-62,1.02145116112495,2.4252911952101135,0.022423197515308857,reported,,False,1
2026-08-09,320993,320994,eq_ee,eqpac,constant,end,endpoint,matched-control,50,0,active,Smallgrow,excluded-by-construction,arithmetic,0.1,,,,,,,excluded,No time-mean observable independently identifies this parameter.,False,1
2026-08-09,320993,320994,eq_ee,eqpac,constant,end,endpoint,matched-control,50,0,active,Smallgrow,excluded-by-construction,arithmetic,0.2,,,,,,,excluded,No time-mean observable independently identifies this parameter.,False,1
2026-08-09,320993,320994,eq_ee,eqpac,constant,end,endpoint,matched-control,50,0,active,Smallgrow,excluded-by-construction,arithmetic,0.3,,,,,,,excluded,No time-mean observable independently identifies this parameter.,False,1
2026-08-09,320993,320994,eq_ee,eqpac,constant,end,endpoint,matched-control,50,0,active,Smallgrow,excluded-by-construction,arithmetic,0.4,,,,,,,excluded,No time-mean observable independently identifies this parameter.,False,1
2026-08-09,320993,320994,eq_ee,eqpac,constant,end,endpoint,matched-control,50,0,active,Smallgrow,excluded-by-construction,geometric,0.1,,,,,,,excluded,No time-mean observable independently identifies this parameter.,False,1
2026-08-09,320993,320994,eq_ee,eqpac,constant,end,endpoint,matched-control,50,0,active,Smallgrow,excluded-by-construction,geometric,0.2,,,,,,,excluded,No time-mean observable independently identifies this parameter.,False,1
2026-08-09,320993,320994,eq_ee,eqpac,constant,end,endpoint,matched-control,50,0,active,Smallgrow,excluded-by-construction,geometric,0.3,,,,,,,excluded,No time-mean observable independently identifies this parameter.,False,1
2026-08-09,320993,320994,eq_ee,eqpac,constant,end,endpoint,matched-control,50,0,active,Smallgrow,excluded-by-construction,geometric,0.4,,,,,,,excluded,No time-mean observable independently identifies this parameter.,False,1
2026-08-09,320993,320994,eq_ee,eqpac,constant,end,endpoint,matched-control,50,0,active,Smallgrow,excluded-by-construction,median,0.1,,,,,,,excluded,No time-mean observable independently identifies this parameter.,False,1
2026-08-09,320993,320994,eq_ee,eqpac,constant,end,endpoint,matched-control,50,0,active,Smallgrow,excluded-by-construction,median,0.2,,,,,,,excluded,No time-mean observable independently identifies this parameter.,False,1
2026-08-09,320993,320994,eq_ee,eqpac,constant,end,endpoint,matched-control,50,0,active,Smallgrow,excluded-by-construction,median,0.3,,,,,,,excluded,No time-mean observable independently identifies this parameter.,False,1
2026-08-09,320993,320994,eq_ee,eqpac,constant,end,endpoint,matched-control,50,0,active,Smallgrow,excluded-by-construction,median,0.4,,,,,,,excluded,No time-mean observable independently identifies this parameter.,False,1
2026-08-09,320993,320994,eq_ee,eqpac,constant,end,endpoint,matched-control,50,0,active,Biggrow,excluded-by-construction,arithmetic,0.1,,,,,,,excluded,Unobservable by the staged target construction.,False,1
2026-08-09,320993,320994,eq_ee,eqpac,constant,end,endpoint,matched-control,50,0,active,Biggrow,excluded-by-construction,arithmetic,0.2,,,,,,,excluded,Unobservable by the staged target construction.,False,1
2026-08-09,320993,320994,eq_ee,eqpac,constant,end,endpoint,matched-control,50,0,active,Biggrow,excluded-by-construction,arithmetic,0.3,,,,,,,excluded,Unobservable by the staged target construction.,False,1
2026-08-09,320993,320994,eq_ee,eqpac,constant,end,endpoint,matched-control,50,0,active,Biggrow,excluded-by-construction,arithmetic,0.4,,,,,,,excluded,Unobservable by the staged target construction.,False,1
2026-08-09,320993,320994,eq_ee,eqpac,constant,end,endpoint,matched-control,50,0,active,Biggrow,excluded-by-construction,geometric,0.1,,,,,,,excluded,Unobservable by the staged target construction.,False,1
2026-08-09,320993,320994,eq_ee,eqpac,constant,end,endpoint,matched-control,50,0,active,Biggrow,excluded-by-construction,geometric,0.2,,,,,,,excluded,Unobservable by the staged target construction.,False,1
2026-08-09,320993,320994,eq_ee,eqpac,constant,end,endpoint,matched-control,50,0,active,Biggrow,excluded-by-construction,geometric,0.3,,,,,,,excluded,Unobservable by the staged target construction.,False,1
2026-08-09,320993,320994,eq_ee,eqpac,constant,end,endpoint,matched-control,50,0,active,Biggrow,excluded-by-construction,geometric,0.4,,,,,,,excluded,Unobservable by the staged target construction.,False,1
2026-08-09,320993,320994,eq_ee,eqpac,constant,end,endpoint,matched-control,50,0,active,Biggrow,excluded-by-construction,median,0.1,,,,,,,excluded,Unobservable by the staged target construction.,False,1
2026-08-09,320993,320994,eq_ee,eqpac,constant,end,endpoint,matched-control,50,0,active,Biggrow,excluded-by-construction,median,0.2,,,,,,,excluded,Unobservable by the staged target construction.,False,1
2026-08-09,320993,320994,eq_ee,eqpac,constant,end,endpoint,matched-control,50,0,active,Biggrow,excluded-by-construction,median,0.3,,,,,,,excluded,Unobservable by the staged target construction.,False,1
2026-08-09,320993,320994,eq_ee,eqpac,constant,end,endpoint,matched-control,50,0,active,Biggrow,excluded-by-construction,median,0.4,,,,,,,excluded,Unobservable by the staged target construction.,False,1
2026-08-09,320993,320994,eq_ee,eqpac,constant,end,endpoint,matched-control,50,0,active,diatomgraz,excluded-from-loss-decision,arithmetic,0.1,,,,,,,excluded,Long-target Chl1 pathology makes this parameter non-gradeable here.,False,1
2026-08-09,320993,320994,eq_ee,eqpac,constant,end,endpoint,matched-control,50,0,active,diatomgraz,excluded-from-loss-decision,arithmetic,0.2,,,,,,,excluded,Long-target Chl1 pathology makes this parameter non-gradeable here.,False,1
2026-08-09,320993,320994,eq_ee,eqpac,constant,end,endpoint,matched-control,50,0,active,diatomgraz,excluded-from-loss-decision,arithmetic,0.3,,,,,,,excluded,Long-target Chl1 pathology makes this parameter non-gradeable here.,False,1
2026-08-09,320993,320994,eq_ee,eqpac,constant,end,endpoint,matched-control,50,0,active,diatomgraz,excluded-from-loss-decision,arithmetic,0.4,,,,,,,excluded,Long-target Chl1 pathology makes this parameter non-gradeable here.,False,1
2026-08-09,320993,320994,eq_ee,eqpac,constant,end,endpoint,matched-control,50,0,active,diatomgraz,excluded-from-loss-decision,geometric,0.1,,,,,,,excluded,Long-target Chl1 pathology makes this parameter non-gradeable here.,False,1
2026-08-09,320993,320994,eq_ee,eqpac,constant,end,endpoint,matched-control,50,0,active,diatomgraz,excluded-from-loss-decision,geometric,0.2,,,,,,,excluded,Long-target Chl1 pathology makes this parameter non-gradeable here.,False,1
2026-08-09,320993,320994,eq_ee,eqpac,constant,end,endpoint,matched-control,50,0,active,diatomgraz,excluded-from-loss-decision,geometric,0.3,,,,,,,excluded,Long-target Chl1 pathology makes this parameter non-gradeable here.,False,1
2026-08-09,320993,320994,eq_ee,eqpac,constant,end,endpoint,matched-control,50,0,active,diatomgraz,excluded-from-loss-decision,geometric,0.4,,,,,,,excluded,Long-target Chl1 pathology makes this parameter non-gradeable here.,False,1
2026-08-09,320993,320994,eq_ee,eqpac,constant,end,endpoint,matched-control,50,0,active,diatomgraz,excluded-from-loss-decision,median,0.1,,,,,,,excluded,Long-target Chl1 pathology makes this parameter non-gradeable here.,False,1
2026-08-09,320993,320994,eq_ee,eqpac,constant,end,endpoint,matched-control,50,0,active,diatomgraz,excluded-from-loss-decision,median,0.2,,,,,,,excluded,Long-target Chl1 pathology makes this parameter non-gradeable here.,False,1
2026-08-09,320993,320994,eq_ee,eqpac,constant,end,endpoint,matched-control,50,0,active,diatomgraz,excluded-from-loss-decision,median,0.3,,,,,,,excluded,Long-target Chl1 pathology makes this parameter non-gradeable here.,False,1
2026-08-09,320993,320994,eq_ee,eqpac,constant,end,endpoint,matched-control,50,0,active,diatomgraz,excluded-from-loss-decision,median,0.4,,,,,,,excluded,Long-target Chl1 pathology makes this parameter non-gradeable here.,False,1
2026-08-09,320993,320994,eq_ee,eqpac,constant,end,endpoint,matched-control,50,0,active,R_PICPOC,twin-anchor-machinery-check,arithmetic,0.1,50,0,8.082812774647626e-62,1.0138019593535283,17.908429818645494,0.02703933883458376,reported,,False,1
2026-08-09,320993,320994,eq_ee,eqpac,constant,end,endpoint,matched-control,50,0,active,R_PICPOC,twin-anchor-machinery-check,arithmetic,0.2,50,0,8.082812774647626e-62,1.0138019593535283,17.908429818645494,0.02703933883458376,reported,,False,1
2026-08-09,320993,320994,eq_ee,eqpac,constant,end,endpoint,matched-control,50,0,active,R_PICPOC,twin-anchor-machinery-check,arithmetic,0.3,50,0,8.082812774647626e-62,1.0138019593535283,17.908429818645494,0.02703933883458376,reported,,False,1
2026-08-09,320993,320994,eq_ee,eqpac,constant,end,endpoint,matched-control,50,0,active,R_PICPOC,twin-anchor-machinery-check,arithmetic,0.4,50,0,8.082812774647626e-62,1.0138019593535283,17.908429818645494,0.02703933883458376,reported,,False,1
2026-08-09,320993,320994,eq_ee,eqpac,constant,end,endpoint,matched-control,50,0,active,R_PICPOC,twin-anchor-machinery-check,geometric,0.1,50,0,8.082812774647626e-62,1.0132848943206654,17.866142113025045,0.02703933883458376,reported,,False,1
2026-08-09,320993,320994,eq_ee,eqpac,constant,end,endpoint,matched-control,50,0,active,R_PICPOC,twin-anchor-machinery-check,geometric,0.2,50,0,8.082812774647626e-62,1.0132848943206654,17.866142113025045,0.02703933883458376,reported,,False,1
2026-08-09,320993,320994,eq_ee,eqpac,constant,end,endpoint,matched-control,50,0,active,R_PICPOC,twin-anchor-machinery-check,geometric,0.3,50,0,8.082812774647626e-62,1.0132848943206654,17.866142113025045,0.02703933883458376,reported,,False,1
2026-08-09,320993,320994,eq_ee,eqpac,constant,end,endpoint,matched-control,50,0,active,R_PICPOC,twin-anchor-machinery-check,geometric,0.4,50,0,8.082812774647626e-62,1.0132848943206654,17.866142113025045,0.02703933883458376,reported,,False,1
2026-08-09,320993,320994,eq_ee,eqpac,constant,end,endpoint,matched-control,50,0,active,R_PICPOC,twin-anchor-machinery-check,median,0.1,50,0,8.082812774647626e-62,1.0061385237582694,17.87447061605947,0.02703933883458376,reported,,False,1
2026-08-09,320993,320994,eq_ee,eqpac,constant,end,endpoint,matched-control,50,0,active,R_PICPOC,twin-anchor-machinery-check,median,0.2,50,0,8.082812774647626e-62,1.0061385237582694,17.87447061605947,0.02703933883458376,reported,,False,1
2026-08-09,320993,320994,eq_ee,eqpac,constant,end,endpoint,matched-control,50,0,active,R_PICPOC,twin-anchor-machinery-check,median,0.3,50,0,8.082812774647626e-62,1.0061385237582694,17.87447061605947,0.02703933883458376,reported,,False,1
2026-08-09,320993,320994,eq_ee,eqpac,constant,end,endpoint,matched-control,50,0,active,R_PICPOC,twin-anchor-machinery-check,median,0.4,50,0,8.082812774647626e-62,1.0061385237582694,17.87447061605947,0.02703933883458376,reported,,False,1
2026-08-09,320993,320994,eq_mm,eqpac,constant,mean,time-mean,matched-control,50,0,active,alpfe,boundary-diagnostic-only,arithmetic,0.1,49,0,6.33961948624862e-59,0.945458291098046,0.5390467545674305,0.0019260662375018,reported,,False,1
2026-08-09,320993,320994,eq_mm,eqpac,constant,mean,time-mean,matched-control,50,0,active,alpfe,boundary-diagnostic-only,arithmetic,0.2,50,0,8.082812774647626e-62,0.945458291098046,0.5390467545674305,0.0019260662375018,reported,,False,1
2026-08-09,320993,320994,eq_mm,eqpac,constant,mean,time-mean,matched-control,50,0,active,alpfe,boundary-diagnostic-only,arithmetic,0.3,50,0,8.082812774647626e-62,0.945458291098046,0.5390467545674305,0.0019260662375018,reported,,False,1
2026-08-09,320993,320994,eq_mm,eqpac,constant,mean,time-mean,matched-control,50,0,active,alpfe,boundary-diagnostic-only,arithmetic,0.4,50,10,1.1258999068426271e-35,0.945458291098046,0.5390467545674305,0.0019260662375018,reported,,False,1
2026-08-09,320993,320994,eq_mm,eqpac,constant,mean,time-mean,matched-control,50,0,active,alpfe,boundary-diagnostic-only,geometric,0.1,49,0,6.33961948624862e-59,0.9454556585825111,0.5385176992045373,0.0019260662375018,reported,,False,1
2026-08-09,320993,320994,eq_mm,eqpac,constant,mean,time-mean,matched-control,50,0,active,alpfe,boundary-diagnostic-only,geometric,0.2,50,0,8.082812774647626e-62,0.9454556585825111,0.5385176992045373,0.0019260662375018,reported,,False,1
2026-08-09,320993,320994,eq_mm,eqpac,constant,mean,time-mean,matched-control,50,0,active,alpfe,boundary-diagnostic-only,geometric,0.3,50,0,8.082812774647626e-62,0.9454556585825111,0.5385176992045373,0.0019260662375018,reported,,False,1
2026-08-09,320993,320994,eq_mm,eqpac,constant,mean,time-mean,matched-control,50,0,active,alpfe,boundary-diagnostic-only,geometric,0.4,50,10,1.1258999068426271e-35,0.9454556585825111,0.5385176992045373,0.0019260662375018,reported,,False,1
2026-08-09,320993,320994,eq_mm,eqpac,constant,mean,time-mean,matched-control,50,0,active,alpfe,boundary-diagnostic-only,median,0.1,49,0,6.33961948624862e-59,0.9463373907674598,0.5411199889665496,0.0019260662375018,reported,,False,1
2026-08-09,320993,320994,eq_mm,eqpac,constant,mean,time-mean,matched-control,50,0,active,alpfe,boundary-diagnostic-only,median,0.2,50,0,8.082812774647626e-62,0.9463373907674598,0.5411199889665496,0.0019260662375018,reported,,False,1
2026-08-09,320993,320994,eq_mm,eqpac,constant,mean,time-mean,matched-control,50,0,active,alpfe,boundary-diagnostic-only,median,0.3,50,0,8.082812774647626e-62,0.9463373907674598,0.5411199889665496,0.0019260662375018,reported,,False,1
2026-08-09,320993,320994,eq_mm,eqpac,constant,mean,time-mean,matched-control,50,0,active,alpfe,boundary-diagnostic-only,median,0.4,50,11,1.3217035032142518e-33,0.9463373907674598,0.5411199889665496,0.0019260662375018,reported,,False,1
2026-08-09,320993,320994,eq_mm,eqpac,constant,mean,time-mean,matched-control,50,0,active,scav_rat,primary-inferential-target,arithmetic,0.1,50,0,8.082812774647626e-62,1.0240478339533252,2.456959886060755,0.007020418997853994,reported,,False,1
2026-08-09,320993,320994,eq_mm,eqpac,constant,mean,time-mean,matched-control,50,0,active,scav_rat,primary-inferential-target,arithmetic,0.2,50,0,8.082812774647626e-62,1.0240478339533252,2.456959886060755,0.007020418997853994,reported,,False,1
2026-08-09,320993,320994,eq_mm,eqpac,constant,mean,time-mean,matched-control,50,0,active,scav_rat,primary-inferential-target,arithmetic,0.3,50,0,8.082812774647626e-62,1.0240478339533252,2.456959886060755,0.007020418997853994,reported,,False,1
2026-08-09,320993,320994,eq_mm,eqpac,constant,mean,time-mean,matched-control,50,0,active,scav_rat,primary-inferential-target,arithmetic,0.4,50,0,8.082812774647626e-62,1.0240478339533252,2.456959886060755,0.007020418997853994,reported,,False,1
2026-08-09,320993,320994,eq_mm,eqpac,constant,mean,time-mean,matched-control,50,0,active,scav_rat,primary-inferential-target,geometric,0.1,50,0,8.082812774647626e-62,1.024008444682321,2.454067534249561,0.007020418997853994,reported,,False,1
2026-08-09,320993,320994,eq_mm,eqpac,constant,mean,time-mean,matched-control,50,0,active,scav_rat,primary-inferential-target,geometric,0.2,50,0,8.082812774647626e-62,1.024008444682321,2.454067534249561,0.007020418997853994,reported,,False,1
2026-08-09,320993,320994,eq_mm,eqpac,constant,mean,time-mean,matched-control,50,0,active,scav_rat,primary-inferential-target,geometric,0.3,50,0,8.082812774647626e-62,1.024008444682321,2.454067534249561,0.007020418997853994,reported,,False,1
2026-08-09,320993,320994,eq_mm,eqpac,constant,mean,time-mean,matched-control,50,0,active,scav_rat,primary-inferential-target,geometric,0.4,50,0,8.082812774647626e-62,1.024008444682321,2.454067534249561,0.007020418997853994,reported,,False,1
2026-08-09,320993,320994,eq_mm,eqpac,constant,mean,time-mean,matched-control,50,0,active,scav_rat,primary-inferential-target,median,0.1,50,0,8.082812774647626e-62,1.0226835028204133,2.4252911952101135,0.007020418997853994,reported,,False,1
2026-08-09,320993,320994,eq_mm,eqpac,constant,mean,time-mean,matched-control,50,0,active,scav_rat,primary-inferential-target,median,0.2,50,0,8.082812774647626e-62,1.0226835028204133,2.4252911952101135,0.007020418997853994,reported,,False,1
2026-08-09,320993,320994,eq_mm,eqpac,constant,mean,time-mean,matched-control,50,0,active,scav_rat,primary-inferential-target,median,0.3,50,0,8.082812774647626e-62,1.0226835028204133,2.4252911952101135,0.007020418997853994,reported,,False,1
2026-08-09,320993,320994,eq_mm,eqpac,constant,mean,time-mean,matched-control,50,0,active,scav_rat,primary-inferential-target,median,0.4,50,0,8.082812774647626e-62,1.0226835028204133,2.4252911952101135,0.007020418997853994,reported,,False,1
2026-08-09,320993,320994,eq_mm,eqpac,constant,mean,time-mean,matched-control,50,0,active,Smallgrow,excluded-by-construction,arithmetic,0.1,,,,,,,excluded,No time-mean observable independently identifies this parameter.,False,1
2026-08-09,320993,320994,eq_mm,eqpac,constant,mean,time-mean,matched-control,50,0,active,Smallgrow,excluded-by-construction,arithmetic,0.2,,,,,,,excluded,No time-mean observable independently identifies this parameter.,False,1
2026-08-09,320993,320994,eq_mm,eqpac,constant,mean,time-mean,matched-control,50,0,active,Smallgrow,excluded-by-construction,arithmetic,0.3,,,,,,,excluded,No time-mean observable independently identifies this parameter.,False,1
2026-08-09,320993,320994,eq_mm,eqpac,constant,mean,time-mean,matched-control,50,0,active,Smallgrow,excluded-by-construction,arithmetic,0.4,,,,,,,excluded,No time-mean observable independently identifies this parameter.,False,1
2026-08-09,320993,320994,eq_mm,eqpac,constant,mean,time-mean,matched-control,50,0,active,Smallgrow,excluded-by-construction,geometric,0.1,,,,,,,excluded,No time-mean observable independently identifies this parameter.,False,1
2026-08-09,320993,320994,eq_mm,eqpac,constant,mean,time-mean,matched-control,50,0,active,Smallgrow,excluded-by-construction,geometric,0.2,,,,,,,excluded,No time-mean observable independently identifies this parameter.,False,1
2026-08-09,320993,320994,eq_mm,eqpac,constant,mean,time-mean,matched-control,50,0,active,Smallgrow,excluded-by-construction,geometric,0.3,,,,,,,excluded,No time-mean observable independently identifies this parameter.,False,1
2026-08-09,320993,320994,eq_mm,eqpac,constant,mean,time-mean,matched-control,50,0,active,Smallgrow,excluded-by-construction,geometric,0.4,,,,,,,excluded,No time-mean observable independently identifies this parameter.,False,1
2026-08-09,320993,320994,eq_mm,eqpac,constant,mean,time-mean,matched-control,50,0,active,Smallgrow,excluded-by-construction,median,0.1,,,,,,,excluded,No time-mean observable independently identifies this parameter.,False,1
2026-08-09,320993,320994,eq_mm,eqpac,constant,mean,time-mean,matched-control,50,0,active,Smallgrow,excluded-by-construction,median,0.2,,,,,,,excluded,No time-mean observable independently identifies this parameter.,False,1
2026-08-09,320993,320994,eq_mm,eqpac,constant,mean,time-mean,matched-control,50,0,active,Smallgrow,excluded-by-construction,median,0.3,,,,,,,excluded,No time-mean observable independently identifies this parameter.,False,1
2026-08-09,320993,320994,eq_mm,eqpac,constant,mean,time-mean,matched-control,50,0,active,Smallgrow,excluded-by-construction,median,0.4,,,,,,,excluded,No time-mean observable independently identifies this parameter.,False,1
2026-08-09,320993,320994,eq_mm,eqpac,constant,mean,time-mean,matched-control,50,0,active,Biggrow,excluded-by-construction,arithmetic,0.1,,,,,,,excluded,Unobservable by the staged target construction.,False,1
2026-08-09,320993,320994,eq_mm,eqpac,constant,mean,time-mean,matched-control,50,0,active,Biggrow,excluded-by-construction,arithmetic,0.2,,,,,,,excluded,Unobservable by the staged target construction.,False,1
2026-08-09,320993,320994,eq_mm,eqpac,constant,mean,time-mean,matched-control,50,0,active,Biggrow,excluded-by-construction,arithmetic,0.3,,,,,,,excluded,Unobservable by the staged target construction.,False,1
2026-08-09,320993,320994,eq_mm,eqpac,constant,mean,time-mean,matched-control,50,0,active,Biggrow,excluded-by-construction,arithmetic,0.4,,,,,,,excluded,Unobservable by the staged target construction.,False,1
2026-08-09,320993,320994,eq_mm,eqpac,constant,mean,time-mean,matched-control,50,0,active,Biggrow,excluded-by-construction,geometric,0.1,,,,,,,excluded,Unobservable by the staged target construction.,False,1
2026-08-09,320993,320994,eq_mm,eqpac,constant,mean,time-mean,matched-control,50,0,active,Biggrow,excluded-by-construction,geometric,0.2,,,,,,,excluded,Unobservable by the staged target construction.,False,1
2026-08-09,320993,320994,eq_mm,eqpac,constant,mean,time-mean,matched-control,50,0,active,Biggrow,excluded-by-construction,geometric,0.3,,,,,,,excluded,Unobservable by the staged target construction.,False,1
2026-08-09,320993,320994,eq_mm,eqpac,constant,mean,time-mean,matched-control,50,0,active,Biggrow,excluded-by-construction,geometric,0.4,,,,,,,excluded,Unobservable by the staged target construction.,False,1
2026-08-09,320993,320994,eq_mm,eqpac,constant,mean,time-mean,matched-control,50,0,active,Biggrow,excluded-by-construction,median,0.1,,,,,,,excluded,Unobservable by the staged target construction.,False,1
2026-08-09,320993,320994,eq_mm,eqpac,constant,mean,time-mean,matched-control,50,0,active,Biggrow,excluded-by-construction,median,0.2,,,,,,,excluded,Unobservable by the staged target construction.,False,1
2026-08-09,320993,320994,eq_mm,eqpac,constant,mean,time-mean,matched-control,50,0,active,Biggrow,excluded-by-construction,median,0.3,,,,,,,excluded,Unobservable by the staged target construction.,False,1
2026-08-09,320993,320994,eq_mm,eqpac,constant,mean,time-mean,matched-control,50,0,active,Biggrow,excluded-by-construction,median,0.4,,,,,,,excluded,Unobservable by the staged target construction.,False,1
2026-08-09,320993,320994,eq_mm,eqpac,constant,mean,time-mean,matched-control,50,0,active,diatomgraz,excluded-from-loss-decision,arithmetic,0.1,,,,,,,excluded,Long-target Chl1 pathology makes this parameter non-gradeable here.,False,1
2026-08-09,320993,320994,eq_mm,eqpac,constant,mean,time-mean,matched-control,50,0,active,diatomgraz,excluded-from-loss-decision,arithmetic,0.2,,,,,,,excluded,Long-target Chl1 pathology makes this parameter non-gradeable here.,False,1
2026-08-09,320993,320994,eq_mm,eqpac,constant,mean,time-mean,matched-control,50,0,active,diatomgraz,excluded-from-loss-decision,arithmetic,0.3,,,,,,,excluded,Long-target Chl1 pathology makes this parameter non-gradeable here.,False,1
2026-08-09,320993,320994,eq_mm,eqpac,constant,mean,time-mean,matched-control,50,0,active,diatomgraz,excluded-from-loss-decision,arithmetic,0.4,,,,,,,excluded,Long-target Chl1 pathology makes this parameter non-gradeable here.,False,1
