config,seed,alpfe_cal,scav_rat_cal,Smallgrow_cal,Biggrow_cal,diatomgraz_cal,R_PICPOC_cal,k_of_6
w2a_geoW1.5,1,1,0,0,1,0,0,2
w2a_geoW1.5,2,1,1,0,0,0,0,2
w2a_geoW1.5,3,1,0,0,1,0,0,2
w2a_geoW1.5,4,1,0,0,0,0,0,1
w2a_geoW1.5,5,1,0,0,0,0,0,1
w2a_geoW1.5,6,1,0,0,0,0,0,1
w2a_geoW1.5,7,1,0,0,0,0,0,1
w2a_geoW1.5,8,1,0,0,0,0,0,1
w2a_geoW1.5,9,1,0,0,1,0,0,2
w2a_geoW2.0,0,1,0,0,1,0,0,2
w2a_geoW2.0,1,1,0,0,0,0,0,1
w2a_geoW2.0,2,1,0,0,1,0,0,2
w2a_geoW2.0,3,1,0,0,0,0,0,1
w2a_geoW2.0,4,1,0,0,0,0,0,1
w2a_geoW2.0,5,1,0,0,0,0,0,1
w2a_geoW2.0,6,1,0,0,0,0,0,1
w2a_geoW2.0,7,1,1,0,0,1,0,3
w2a_geoW2.0,8,1,0,0,1,0,0,2
w2a_geoW2.0,9,1,0,0,0,0,0,1
w2b_pocsubW0.25,0,1,1,0,1,0,0,3
w2b_pocsubW0.25,1,1,1,0,0,0,0,2
w2b_pocsubW0.25,2,1,1,0,0,0,0,2
w2b_pocsubW0.25,3,1,0,0,0,0,0,1
w2b_pocsubW0.25,4,1,1,0,0,0,0,2
w2b_pocsubW0.25,5,1,1,0,0,0,0,2
w2b_pocsubW0.25,6,1,1,0,0,0,0,2
w2b_pocsubW0.25,7,1,1,1,0,0,0,3
w2b_pocsubW0.25,8,1,1,0,0,0,0,2
w2b_pocsubW0.25,9,1,1,1,0,0,0,3
w2b_pocsubW1.0,0,1,1,0,1,0,0,3
w2b_pocsubW1.0,1,1,1,0,1,0,0,3
w2b_pocsubW1.0,2,1,1,0,1,0,0,3
w2b_pocsubW1.0,3,1,1,0,0,0,0,2
w2b_pocsubW1.0,4,1,1,0,0,0,0,2
w2b_pocsubW1.0,5,1,1,0,1,0,0,3
w2b_pocsubW1.0,6,1,1,1,1,0,0,4
w2b_pocsubW1.0,7,1,1,0,1,0,0,3
w2b_pocsubW1.0,8,1,1,1,0,0,0,3
w2b_pocsubW1.0,9,1,1,0,1,0,0,3
w2b_pocsubW1.5,0,1,1,0,0,0,0,2
w2b_pocsubW1.5,1,1,1,1,1,0,0,4
w2b_pocsubW1.5,2,1,1,1,1,0,0,4
w2b_pocsubW1.5,3,1,1,0,1,0,0,3
w2b_pocsubW1.5,4,1,1,1,1,0,0,4
w2b_pocsubW1.5,5,1,1,0,1,0,0,3
w2b_pocsubW1.5,6,1,0,0,0,0,0,1
w2b_pocsubW1.5,7,1,1,0,1,0,0,3
w2b_pocsubW1.5,8,1,1,0,1,0,0,3
w2b_pocsubW1.5,9,1,0,1,1,0,0,3
w2b_pocsubW2.0,0,1,0,0,0,0,0,1
w2b_pocsubW2.0,1,1,1,0,1,0,0,3
w2b_pocsubW2.0,2,1,0,1,1,0,0,3
w2b_pocsubW2.0,3,1,1,0,1,0,0,3
w2b_pocsubW2.0,4,1,0,1,0,0,0,2
w2b_pocsubW2.0,5,0,0,0,0,0,0,0
w2b_pocsubW2.0,6,0,1,1,1,0,0,3
w2b_pocsubW2.0,7,1,1,1,1,0,0,4
w2b_pocsubW2.0,8,1,0,1,1,0,0,3
w2b_pocsubW2.0,9,1,0,1,1,0,0,3
w2b_pocsubW3.0,0,1,0,1,0,0,1,3
w2b_pocsubW3.0,1,1,0,1,1,0,0,3
w2b_pocsubW3.0,2,1,0,1,1,0,0,3
w2b_pocsubW3.0,3,1,0,0,0,0,1,2
w2b_pocsubW3.0,4,1,0,1,0,0,0,2
w2b_pocsubW3.0,5,1,0,1,1,0,0,3
w2b_pocsubW3.0,6,1,0,1,0,0,0,2
w2b_pocsubW3.0,7,1,0,1,1,0,1,4
w2b_pocsubW3.0,8,0,1,0,1,0,0,2
w2b_pocsubW3.0,9,1,0,1,0,0,0,2
w2c_pinnW1.0,0,1,1,0,0,0,0,2
w2c_pinnW1.0,1,1,1,0,1,0,0,3
w2c_pinnW1.0,2,1,1,0,1,0,0,3
w2c_pinnW1.0,3,1,1,0,0,0,0,2
w2c_pinnW1.0,4,1,1,0,0,0,0,2
w2c_pinnW1.0,5,1,1,1,1,0,0,4
w2c_pinnW1.0,6,1,1,1,1,0,0,4
w2c_pinnW1.0,7,1,1,0,0,0,0,2
w2c_pinnW1.0,8,1,1,0,1,0,0,3
w2c_pinnW1.0,9,1,1,1,1,0,0,4
w2c_pinnW10.0,0,1,1,1,0,0,0,3
w2c_pinnW10.0,1,1,1,0,1,0,0,3
w2c_pinnW10.0,2,1,1,1,1,0,0,4
w2c_pinnW10.0,3,1,1,1,0,0,0,3
w2c_pinnW10.0,4,1,1,0,0,0,0,2
w2c_pinnW10.0,5,1,1,1,1,0,0,4
w2c_pinnW10.0,6,1,0,0,0,0,0,1
w2c_pinnW10.0,7,1,1,0,0,0,0,2
w2c_pinnW10.0,8,1,1,0,1,0,0,3
w2c_pinnW10.0,9,1,1,0,1,0,0,3
w2c_pinnW2.0,0,1,1,0,1,0,0,3
w2c_pinnW2.0,1,1,1,0,0,0,0,2
w2c_pinnW2.0,2,1,1,0,1,0,0,3
w2c_pinnW2.0,3,1,1,0,1,0,0,3
w2c_pinnW2.0,4,1,0,1,0,0,0,2
w2c_pinnW2.0,5,1,1,0,1,0,0,3
w2c_pinnW2.0,6,1,1,1,0,0,0,3
w2c_pinnW2.0,7,1,1,1,0,0,0,3
w2c_pinnW2.0,8,1,1,0,1,0,0,3
w2c_pinnW2.0,9,1,1,1,0,0,0,3
w2c_pinnW5.0,0,1,1,0,1,0,0,3
w2c_pinnW5.0,1,1,1,0,0,0,0,2
w2c_pinnW5.0,2,1,1,1,1,0,0,4
w2c_pinnW5.0,3,1,1,0,0,0,0,2
w2c_pinnW5.0,4,1,1,1,0,0,0,3
w2c_pinnW5.0,5,1,1,1,1,0,0,4
w2c_pinnW5.0,6,1,1,1,0,0,0,3
w2c_pinnW5.0,7,1,1,0,0,0,0,2
w2c_pinnW5.0,8,1,1,0,1,0,0,3
w2c_pinnW5.0,9,1,1,0,1,0,0,3
w2c_pinnW7.0,0,1,1,1,1,0,0,4
w2c_pinnW7.0,1,1,1,0,0,0,0,2
w2c_pinnW7.0,2,1,1,1,1,0,0,4
w2c_pinnW7.0,3,1,1,1,0,0,0,3
w2c_pinnW7.0,4,1,1,1,0,0,0,3
w2c_pinnW7.0,5,1,1,0,0,0,0,2
w2c_pinnW7.0,6,1,1,0,0,0,0,2
w2c_pinnW7.0,7,1,1,0,1,0,0,3
w2c_pinnW7.0,8,1,1,0,1,0,0,3
w2c_pinnW7.0,9,1,1,0,0,0,0,2
w2d_fetW0.5,0,1,1,0,1,0,0,3
w2d_fetW0.5,1,1,1,0,1,0,0,3
w2d_fetW0.5,2,1,1,1,1,0,0,4
w2d_fetW0.5,3,1,0,1,1,0,0,3
w2d_fetW0.5,4,1,1,1,0,0,0,3
w2d_fetW0.5,5,1,1,0,1,0,0,3
w2d_fetW0.5,6,1,1,1,0,0,0,3
w2d_fetW0.5,7,1,0,0,0,0,0,1
w2d_fetW0.5,8,1,0,1,0,0,0,2
w2d_fetW0.5,9,1,1,1,0,0,0,3
w2d_fetW2.0,0,1,1,0,1,0,0,3
w2d_fetW2.0,1,1,1,0,1,0,0,3
w2d_fetW2.0,2,1,1,1,1,0,0,4
w2d_fetW2.0,3,1,1,0,1,0,0,3
w2d_fetW2.0,4,1,1,0,0,0,0,2
w2d_fetW2.0,5,1,1,0,1,0,0,3
w2d_fetW2.0,6,1,1,1,0,0,0,3
w2d_fetW2.0,7,1,1,0,1,0,0,3
w2d_fetW2.0,8,1,1,0,1,0,0,3
w2d_fetW2.0,9,1,1,0,0,0,0,2
w2d_fetW3.0,0,1,1,0,1,0,0,3
w2d_fetW3.0,1,1,1,0,1,0,0,3
w2d_fetW3.0,2,1,1,0,1,0,0,3
w2d_fetW3.0,3,1,1,0,1,0,0,3
w2d_fetW3.0,4,1,1,0,0,0,0,2
w2d_fetW3.0,5,1,1,0,1,0,0,3
w2d_fetW3.0,6,1,1,0,1,0,0,3
w2d_fetW3.0,7,1,1,0,1,0,0,3
w2d_fetW3.0,8,1,1,0,0,0,0,2
w2d_fetW3.0,9,1,1,0,1,0,0,3
w2d_fetW5.0,0,1,1,0,1,0,0,3
w2d_fetW5.0,1,1,1,0,1,0,0,3
w2d_fetW5.0,2,1,1,1,1,0,0,4
w2d_fetW5.0,3,1,1,0,1,0,0,3
w2d_fetW5.0,4,1,1,0,1,0,0,3
w2d_fetW5.0,5,1,1,0,1,0,0,3
w2d_fetW5.0,6,1,1,0,1,0,0,3
w2d_fetW5.0,7,1,1,0,0,0,0,2
w2d_fetW5.0,8,1,1,1,1,0,0,4
w2d_fetW5.0,9,1,1,0,1,0,0,3
w2e_peraoi_lam0.1,0,1,1,0,0,0,0,2
w2e_peraoi_lam0.1,1,1,1,0,0,0,0,2
w2e_peraoi_lam0.1,2,1,1,0,0,0,0,2
w2e_peraoi_lam0.1,3,1,1,1,1,1,0,5
w2e_peraoi_lam0.1,4,1,1,0,0,0,0,2
w2e_peraoi_lam0.1,5,1,1,0,0,0,0,2
w2e_peraoi_lam0.1,6,1,1,0,0,0,0,2
w2e_peraoi_lam0.1,7,1,1,0,0,0,0,2
w2e_peraoi_lam0.1,8,1,1,0,1,0,0,3
w2e_peraoi_lam0.1,9,1,1,0,0,0,0,2
w2e_peraoi_lam0.5,0,1,0,0,0,0,0,1
w2e_peraoi_lam0.5,1,1,1,1,1,0,0,4
w2e_peraoi_lam0.5,2,1,1,0,0,0,0,2
w2e_peraoi_lam0.5,3,1,0,1,0,0,0,2
w2e_peraoi_lam0.5,4,1,0,0,0,0,0,1
w2e_peraoi_lam0.5,5,1,1,0,1,0,0,3
w2e_peraoi_lam0.5,6,1,1,0,0,0,0,2
w2e_peraoi_lam0.5,7,1,1,0,0,0,0,2
w2e_peraoi_lam0.5,8,1,1,0,1,0,0,3
w2e_peraoi_lam0.5,9,1,1,0,0,0,0,2
w2e_peraoi_lam1.0,0,1,0,0,0,0,0,1
w2e_peraoi_lam1.0,1,1,1,0,0,0,0,2
w2e_peraoi_lam1.0,2,1,0,0,0,0,0,1
w2e_peraoi_lam1.0,3,1,1,0,0,0,0,2
w2e_peraoi_lam1.0,4,1,1,0,1,0,0,3
w2e_peraoi_lam1.0,5,1,1,0,1,0,0,3
w2e_peraoi_lam1.0,6,1,1,0,1,0,0,3
w2e_peraoi_lam1.0,7,1,0,1,0,0,0,2
w2e_peraoi_lam1.0,8,1,1,0,1,0,0,3
w2e_peraoi_lam1.0,9,1,0,0,0,0,0,1
w2e_peraoi_lam2.0,0,1,1,0,1,0,0,3
w2e_peraoi_lam2.0,1,1,1,0,1,0,0,3
w2e_peraoi_lam2.0,2,1,1,0,1,0,0,3
w2e_peraoi_lam2.0,3,1,1,0,1,0,0,3
w2e_peraoi_lam2.0,4,1,1,0,1,0,0,3
w2e_peraoi_lam2.0,5,1,1,0,1,0,0,3
w2e_peraoi_lam2.0,6,1,1,0,1,0,0,3
w2e_peraoi_lam2.0,7,1,1,0,0,0,0,2
w2e_peraoi_lam2.0,8,1,1,0,1,0,0,3
w2e_peraoi_lam2.0,9,1,1,0,0,0,0,2
w2f_basinC_seeds20-29,20,1,1,1,0,0,0,3
w2f_basinC_seeds20-29,21,1,1,0,0,0,0,2
w2f_basinC_seeds20-29,22,1,1,0,1,0,0,3
w2f_basinC_seeds20-29,23,1,1,0,0,0,0,2
w2f_basinC_seeds20-29,24,1,1,0,1,0,0,3
w2f_basinC_seeds20-29,25,1,1,0,0,0,0,2
w2f_basinC_seeds20-29,26,1,1,0,0,0,0,2
w2f_basinC_seeds20-29,27,1,1,0,1,0,0,3
w2f_basinC_seeds20-29,28,1,1,1,0,0,0,3
w2f_basinC_seeds20-29,29,1,1,1,0,0,0,3
w5a_lam0.05,0,1,1,0,0,0,0,2
w5a_lam0.05,1,1,0,0,0,0,0,1
w5a_lam0.05,2,1,1,0,0,0,0,2
w5a_lam0.05,3,1,0,1,1,1,0,4
w5a_lam0.05,4,1,1,0,0,0,0,2
w5a_lam0.05,5,1,1,0,0,0,0,2
w5a_lam0.05,6,1,1,0,0,0,0,2
w5a_lam0.05,7,1,1,0,1,0,0,3
w5a_lam0.05,8,1,1,0,0,0,0,2
w5a_lam0.05,9,1,1,0,0,0,0,2
w5a_lam0.15,0,1,1,0,0,0,0,2
w5a_lam0.15,1,1,1,0,1,0,0,3
w5a_lam0.15,2,1,1,0,0,0,0,2
w5a_lam0.15,3,1,1,0,0,0,0,2
w5a_lam0.15,4,1,1,0,0,0,0,2
w5a_lam0.15,5,1,0,0,0,1,0,2
w5a_lam0.15,6,1,1,0,0,0,0,2
w5a_lam0.15,7,1,1,1,0,0,0,3
w5a_lam0.15,8,1,1,1,0,0,0,3
w5a_lam0.15,9,1,1,0,0,0,0,2
w5a_lam0.20,0,1,1,0,0,0,0,2
w5a_lam0.20,1,1,1,0,0,0,0,2
w5a_lam0.20,2,1,1,0,0,0,0,2
w5a_lam0.20,3,1,1,0,0,0,0,2
w5a_lam0.20,4,1,1,0,0,0,0,2
w5a_lam0.20,5,1,1,0,1,0,0,3
w5a_lam0.20,6,1,1,0,0,0,0,2
w5a_lam0.20,7,1,1,0,0,0,0,2
w5a_lam0.20,8,1,1,0,1,0,0,3
w5a_lam0.20,9,1,1,0,0,0,0,2
w5a_lam0.30,0,1,1,0,0,0,0,2
w5a_lam0.30,1,1,1,0,1,0,0,3
w5a_lam0.30,2,1,1,0,0,0,0,2
w5a_lam0.30,3,1,0,0,0,1,0,2
w5a_lam0.30,4,1,1,0,0,0,0,2
w5a_lam0.30,5,1,1,0,1,0,0,3
w5a_lam0.30,6,1,1,0,0,0,0,2
w5a_lam0.30,7,1,1,0,0,0,0,2
w5a_lam0.30,8,1,1,1,0,0,0,3
w5a_lam0.30,9,1,1,0,0,0,0,2
w5b_lam01_ep2000,0,1,1,0,0,0,0,2
w5b_lam01_ep2000,1,1,1,0,0,0,0,2
w5b_lam01_ep2000,2,1,1,0,0,0,0,2
w5b_lam01_ep2000,3,1,1,1,1,0,0,4
w5b_lam01_ep2000,4,1,1,0,1,0,0,3
w5b_lam01_ep2000,5,1,1,0,0,0,0,2
w5b_lam01_ep2000,6,1,1,0,0,0,0,2
w5b_lam01_ep2000,7,1,1,0,0,0,0,2
w5b_lam01_ep2000,8,1,1,0,0,0,0,2
w5b_lam01_ep2000,9,1,1,0,0,0,0,2
w5b_lam01_fetW5,0,1,1,0,0,0,0,2
w5b_lam01_fetW5,1,1,1,1,1,0,0,4
w5b_lam01_fetW5,2,1,1,0,0,0,0,2
w5b_lam01_fetW5,3,1,1,0,0,0,0,2
w5b_lam01_fetW5,4,1,1,0,0,0,0,2
w5b_lam01_fetW5,5,1,1,0,0,0,0,2
w5b_lam01_fetW5,6,1,1,1,0,0,0,3
w5b_lam01_fetW5,7,1,1,0,1,0,0,3
w5b_lam01_fetW5,8,1,1,0,0,0,0,2
w5b_lam01_fetW5,9,1,1,0,0,0,0,2
w5b_lam01_geoW01,0,1,0,0,0,0,0,1
w5b_lam01_geoW01,1,1,0,0,0,0,0,1
w5b_lam01_geoW01,2,1,1,0,0,0,0,2
w5b_lam01_geoW01,3,1,0,0,0,0,0,1
w5b_lam01_geoW01,4,1,0,0,0,0,0,1
w5b_lam01_geoW01,5,1,1,0,0,0,0,2
w5b_lam01_geoW01,6,1,1,0,0,0,0,2
w5b_lam01_geoW01,7,1,1,0,1,0,0,3
w5b_lam01_geoW01,8,1,1,0,1,0,0,3
w5b_lam01_geoW01,9,1,1,0,0,0,0,2
w5c_lam01_n20,10,1,1,0,1,1,0,4
w5c_lam01_n20,11,1,1,0,0,0,0,2
w5c_lam01_n20,12,1,1,1,1,0,0,4
w5c_lam01_n20,13,1,1,0,0,0,0,2
w5c_lam01_n20,14,1,1,0,1,0,0,3
w5c_lam01_n20,15,1,1,0,1,0,0,3
w5c_lam01_n20,16,1,1,0,1,0,0,3
w5c_lam01_n20,17,1,1,0,0,0,0,2
w5c_lam01_n20,18,1,1,0,1,0,0,3
w5c_lam01_n20,19,1,1,1,1,0,0,4
w6_combo_per_aoi_chl40_posi15,0,1,1,0,0,0,0,2
w6_combo_per_aoi_chl40_posi15,1,1,1,0,0,0,0,2
w6_combo_per_aoi_chl40_posi15,2,1,1,0,0,0,0,2
w6_combo_per_aoi_chl40_posi15,3,1,1,1,0,0,0,3
w6_combo_per_aoi_chl40_posi15,4,1,0,0,0,0,0,1
w6_combo_per_aoi_chl40_posi15,5,1,1,0,0,0,0,2
w6_combo_per_aoi_chl40_posi15,6,1,1,0,0,0,0,2
w6_combo_per_aoi_chl40_posi15,7,1,1,0,0,0,0,2
w6_combo_per_aoi_chl40_posi15,8,1,1,0,0,0,0,2
w6_combo_per_aoi_chl40_posi15,9,1,1,0,0,0,0,2
