aoi,n_cells_ok,PIC_mean,POC_mean,ratio_of_means,mean_of_ratios
equatorial_pacific,1071,0.0040225967205775705,0.121281389169749,0.033167469041333504,0.035579476647083275
north_atlantic_subpolar,486,0.06011863591561162,0.08904327934003993,0.6751619702372998,1.1552391186082875
